Core,Date,Time,Run,Headspace,Valve
BC14-4,8/28/18,12.49-1.54,4,16,7
BC12-8,8/28/18,12.49-1.54,4,16.5,8
BC12-5,8/28/18,12.49-1.54,4,17,9
BC12-9,8/28/18,12.49-1.54,4,17,10
BC12-10,8/28/18,12.49-1.54,4,17,11
BC14-10,8/28/18,12.49-1.54,4,15,12
BC12-7,8/28/18,12.49-1.54,4,15,13
BC14-5,8/28/18,12.49-1.54,4,15,14
BC14-2,8/28/18,12.49-1.54,4,17,15
BC13-4,8/28/18,2.06-3.11,5,17.5,1
BC13-2,8/28/18,2.06-3.11,5,16,3
BC13-6,8/28/18,2.06-3.11,5,16.5,4
BC14-7,8/28/18,2.06-3.11,5,15,5
BC14-1,8/28/18,2.06-3.11,5,15,6
BC13-1,8/28/18,2.06-3.11,5,17,7
BC13-8,8/28/18,2.06-3.11,5,18,8
BC13-7,8/28/18,2.06-3.11,5,15,9
BC13-15,8/28/18,2.06-3.11,5,15,10
BC13-9,8/28/18,2.06-3.11,5,19,11
BC13-10,8/28/18,2.06-3.11,5,18,12
BC13-3,8/28/18,2.06-3.11,5,17,13
BC14-15,8/28/18,2.06-3.11,5,15,14
BC14-14,8/28/18,2.06-3.11,5,14,15
BC15-5,8/31/18,9.07-10.12,1,15,1
BC15-13,8/31/18,9.07-10.12,1,17,3
BC15-8,8/31/18,9.07-10.12,1,19,4
BC15-10,8/31/18,9.07-10.12,1,17,5
BC2-9,8/31/18,9.07-10.12,1,16,6
BC2-12,8/31/18,9.07-10.12,1,17,7
BC15-12,8/31/18,9.07-10.12,1,16,8
BC15-4,8/31/18,9.07-10.12,1,16,9
BC15-1,8/31/18,9.07-10.12,1,15,10
BC15-14,8/31/18,9.07-10.12,1,16,11
BC15-9,8/31/18,9.07-10.12,1,19,12
BC15-3,8/31/18,9.07-10.12,1,18,13
BC2-4,8/31/18,9.07-10.12,1,17,14
BC2-3,8/31/18,9.07-10.12,1,16,15
BC3-4,8/31/18,10.21-11.26,2,16.5,1
BC3-12,8/31/18,10.21-11.26,2,15,3
BC3-11,8/31/18,10.21-11.26,2,17,4
BC2-2,8/31/18,10.21-11.26,2,16.5,5
BC2-11,8/31/18,10.21-11.26,2,16.5,6
BC2-11,8/31/18,10.21-11.26,2,16.5,7
BC3-1,8/31/18,10.21-11.26,2,18,8
BC2-6,8/31/18,10.21-11.26,2,15,9
BC2-8,8/31/18,10.21-11.26,2,17,10
BC3-9,8/31/18,10.21-11.26,2,16.5,11
BC3-6,8/31/18,10.21-11.26,2,15,12
BC2-14,8/31/18,10.21-11.26,2,17.5,13
BC3-15,8/31/18,10.21-11.26,2,16.5,14
BC3-13,8/31/18,10.21-11.26,2,16.5,15
BC3-10,8/31/18,11.33-12.38,3,17,1
BC4-2,8/31/18,11.33-12.38,3,17.5,3
BC4-14,8/31/18,11.33-12.38,3,15,4
BC4-6,8/31/18,11.33-12.38,3,15,5
BC4-5,8/31/18,11.33-12.38,3,15,6
BC12-15,8/31/18,11.33-12.38,3,15,7
BC4-4,8/31/18,11.33-12.38,3,17,8
BC12-9,8/31/18,11.33-12.38,3,17,9
BC4-7,8/31/18,11.33-12.38,3,15,10
BC4-14,8/31/18,11.33-12.38,3,15,11
BC4-13,8/31/18,11.33-12.38,3,15.5,12
BC3-8,8/31/18,11.33-12.38,3,17,13
BC4-11,8/31/18,11.33-12.38,3,15,14
BC4-10,8/31/18,11.33-12.38,3,15,15
BC14-4,8/31/18,12.49-1.54,4,16,1
BC12-11,8/31/18,12.49-1.54,4,15,3
BC14-3,8/31/18,12.49-1.54,4,15,4
BC14-7,8/31/18,12.49-1.54,4,15,5
BC12-8,8/31/18,12.49-1.54,4,16.5,6
BC12-12,8/31/18,12.49-1.54,4,15,7
BC12-2,8/31/18,12.49-1.54,4,15.5,8
BC14-15,8/31/18,12.49-1.54,4,15,9
BC14-14,8/31/18,12.49-1.54,4,14,10
BC14-10,8/31/18,12.49-1.54,4,15,11
BC12-6,8/31/18,12.49-1.54,4,17,12
BC12-10,8/31/18,12.49-1.54,4,17,13
BC12-5,8/31/18,12.49-1.54,4,17,14
BC12-7,8/31/18,12.49-1.54,4,15,15
BC13-4,8/31/18,2.03-3.08,5,17.5,1
BC13-8,8/31/18,2.03-3.08,5,18,3
BC14-8,8/31/18,2.03-3.08,5,15,4
BC13-2,8/31/18,2.03-3.08,5,16,5
BC14-1,8/31/18,2.03-3.08,5,15,6
BC13-6,8/31/18,2.03-3.08,5,16.5,7
BC13-1,8/31/18,2.03-3.08,5,17,8
BC14-2,8/31/18,2.03-3.08,5,17,9
BC13-9,8/31/18,2.03-3.08,5,19,10
BC13-3,8/31/18,2.03-3.08,5,17,11
BC13-7,8/31/18,2.03-3.08,5,15,12
BC13-10,8/31/18,2.03-3.08,5,18,13
BC13-15,8/31/18,2.03-3.08,5,15,14
BC14-5,8/31/18,2.03-3.08,5,15,15
BC12-2,9/3/18,11.46-12.51,1,15.5,1
BC12-12,9/3/18,11.46-12.51,1,15,3
BC14-1,9/3/18,11.46-12.51,1,15,4
BC12-11,9/3/18,11.46-12.51,1,15,5
BC12-15,9/3/18,11.46-12.51,1,15,6
BC14-8,9/3/18,11.46-12.51,1,15,7
BC12-8,9/3/18,11.46-12.51,1,16.5,8
BC12-6,9/3/18,11.46-12.51,1,17,9
BC12-9,9/3/18,11.46-12.51,1,17,10
BC12-5,9/3/18,11.46-12.51,1,17,11
BC12-7,9/3/18,11.46-12.51,1,15,12
BC12-10,9/3/18,11.46-12.51,1,17,13
BC14-2,9/3/18,11.46-12.51,1,17,14
BC14-5,9/3/18,11.46-12.51,1,15,15
BC13-4,9/3/18,12.59-2.09,2,17.5,1
BC13-8,9/3/18,12.59-2.09,2,18,3
BC14-7,9/3/18,12.59-2.09,2,15,4
BC13-2,9/3/18,12.59-2.09,2,16,5
BC14-3,9/3/18,12.59-2.09,2,15,6
BC14-4,9/3/18,12.59-2.09,2,16,7
BC13-6,9/3/18,12.59-2.09,2,16.5,8
BC13-15,9/3/18,12.59-2.09,2,15,9
BC13-9,9/3/18,12.59-2.09,2,19,10
BC13-10,9/3/18,12.59-2.09,2,18,11
BC13-7,9/3/18,12.59-2.09,2,15,12
BC14-14,9/3/18,12.59-2.09,2,14,13
BC14-15,9/3/18,12.59-2.09,2,15,14
BC14-10,9/3/18,12.59-2.09,2,15,15
BC13-1,9/3/18,2.12-2.35,3,17,1
BC13-3,9/3/18,2.12-2.35,3,17,3
BC15-5,9/4/18,8.51-9.57,1,15,1
BC2-11,9/4/18,8.51-9.57,1,16.5,3
BC2-2,9/4/18,8.51-9.57,1,16.5,4
BC15-13,9/4/18,8.51-9.57,1,17,5
BC15-10,9/4/18,8.51-9.57,1,17,6
BC15-8,9/4/18,8.51-9.57,1,19,7
BC15-12,9/4/18,8.51-9.57,1,16,8
BC15-1,9/4/18,8.51-9.57,1,15,9
BC15-9,9/4/18,8.51-9.57,1,19,10
BC15-3,9/4/18,8.51-9.57,1,18,11
BC15-14,9/4/18,8.51-9.57,1,16,12
BC2-14,9/4/18,8.51-9.57,1,17.5,13
BC2-6,9/4/18,8.51-9.57,1,15,14
BC15-4,9/4/18,8.51-9.57,1,16,15
BC15-5,9/4/18,10.10-11.15,2,14.5,1
BC2-11,9/4/18,10.10-11.15,2,13,3
BC2-2,9/4/18,10.10-11.15,2,14.5,4
BC15-13,9/4/18,10.10-11.15,2,15.3,5
BC15-10,9/4/18,10.10-11.15,2,16,6
BC15-8,9/4/18,10.10-11.15,2,17.4,7
BC15-12,9/4/18,10.10-11.15,2,14.5,8
BC15-1,9/4/18,10.10-11.15,2,15,9
BC15-9,9/4/18,10.10-11.15,2,19,10
BC15-3,9/4/18,10.10-11.15,2,18,11
BC15-14,9/4/18,10.10-11.15,2,16,12
BC2-14,9/4/18,10.10-11.15,2,17.5,13
BC2-6,9/4/18,10.10-11.15,2,15,14
BC15-4,9/4/18,10.10-11.15,2,16,15
BC3-10,9/4/18,11.27-12.33,3,17,1
BC3-12,9/4/18,11.27-12.33,3,15,3
BC2-9,9/4/18,11.27-12.33,3,16,4
BC2-12,9/4/18,11.27-12.33,3,17,5
BC3-1,9/4/18,11.27-12.33,3,18,6
BC3-11,9/4/18,11.27-12.33,3,17,7
BC2-1,9/4/18,11.27-12.33,3,15,8
BC2-3,9/4/18,11.27-12.33,3,16,9
BC2-4,9/4/18,11.27-12.33,3,17,10
BC3-13,9/4/18,11.27-12.33,3,16.5,11
BC3-8,9/4/18,11.27-12.33,3,17,12
BC3-15,9/4/18,11.27-12.33,3,16.5,13
BC2-8,9/4/18,11.27-12.33,3,17,14
BC3-6,9/4/18,11.27-12.33,3,15,15
BC3-10,9/4/18,12.41-1.46,4,14.8,1
BC3-12,9/4/18,12.41-1.46,4,11.5,3
BC2-9,9/4/18,12.41-1.46,4,13.5,4
BC2-12,9/4/18,12.41-1.46,4,13.4,5
BC3-1,9/4/18,12.41-1.46,4,14.3,6
BC3-11,9/4/18,12.41-1.46,4,13.4,7
BC2-1,9/4/18,12.41-1.46,4,15,8
BC2-3,9/4/18,12.41-1.46,4,16,9
BC2-4,9/4/18,12.41-1.46,4,17,10
BC3-13,9/4/18,12.41-1.46,4,16.5,11
BC3-8,9/4/18,12.41-1.46,4,17,12
BC3-15,9/4/18,12.41-1.46,4,16.5,13
BC2-8,9/4/18,12.41-1.46,4,17,14
BC3-6,9/4/18,12.41-1.46,4,15,15
BC4-14,9/4/18,2.01-3.06,5,15,1
BC4-4 ,9/4/18,2.01-3.06,5,17,3
BC3-4,9/4/18,2.01-3.06,5,16.5,4
BC4-6,9/4/18,2.01-3.06,5,15,5
BC4-2,9/4/18,2.01-3.06,5,17.5,6
BC4-5,9/4/18,2.01-3.06,5,15,7
SEAWATER,9/4/18,2.01-3.06,5,15,8
BC3-9,9/4/18,2.01-3.06,5,16.5,9
BC4-7,9/4/18,2.01-3.06,5,15,10
BC4-13,9/4/18,2.01-3.06,5,15.5,11
BC4-10,9/4/18,2.01-3.06,5,15,12
BC4-1,9/4/18,2.01-3.06,5,16,13
BC4-11,9/4/18,2.01-3.06,5,15,14
BC4-14,9/4/18,3.12-4.17,6,13.5,1
BC4-4 ,9/4/18,3.12-4.17,6,14.3,3
BC3-4,9/4/18,3.12-4.17,6,12,4
BC4-6,9/4/18,3.12-4.17,6,11,5
BC4-2,9/4/18,3.12-4.17,6,14,6
BC4-5,9/4/18,3.12-4.17,6,12.8,7
BC3-9,9/4/18,3.12-4.17,6,16.5,9
BC4-7,9/4/18,3.12-4.17,6,15,10
BC4-13,9/4/18,3.12-4.17,6,15.5,11
BC4-10,9/4/18,3.12-4.17,6,15,12
BC4-1,9/4/18,3.12-4.17,6,16,13
BC4-11,9/4/18,3.12-4.17,6,15,14
BC15-10,9/5/18,9.00-10.04,1,17,1
BC2-12,9/5/18,9.00-10.04,1,17,3
BC2-12,9/5/18,9.00-10.04,1,17,4
BC15-8,9/5/18,9.00-10.04,1,19,5
BC15-5,9/5/18,9.00-10.04,1,15,6
BC15-13,9/5/18,9.00-10.04,1,17,7
BC15-12,9/5/18,9.00-10.04,1,16,8
BC15-3,9/5/18,9.00-10.04,1,18,9
BC15-9,9/5/18,9.00-10.04,1,19,10
BC15-4,9/5/18,9.00-10.04,1,16,11
BC2-3,9/5/18,9.00-10.04,1,16,12
BC2-4,9/5/18,9.00-10.04,1,17,13
BC15-14,9/5/18,9.00-10.04,1,16,14
BC15-1,9/5/18,9.00-10.04,1,15,15
BC3-4,9/5/18,10.13-11.26,2,16.5,1
BC2-2,9/5/18,10.13-11.26,2,16.5,3
BC2-9,9/5/18,10.13-11.26,2,16,4
BC2-11,9/5/18,10.13-11.26,2,16.5,5
BC3-12,9/5/18,10.13-11.26,2,15,6
BC3-11,9/5/18,10.13-11.26,2,17,7
BC3-1,9/5/18,10.13-11.26,2,18,8
BC3-6,9/5/18,10.13-11.26,2,15,9
BC3-9,9/5/18,10.13-11.26,2,16.5,10
BC3-13,9/5/18,10.13-11.26,2,16.5,11
BC3-8,9/5/18,10.13-11.26,2,17,12
BC2-8,9/5/18,10.13-11.26,2,17,13
BC2-14,9/5/18,10.13-11.26,2,17.5,14
BC2-6,9/5/18,10.13-11.26,2,15,15
BC4-4,9/5/18,11.46-12.56,3,17,1
BC4-14,9/5/18,11.46-12.56,3,15,3
BC3-10,9/5/18,11.46-12.56,3,17,4
BC4-6,9/5/18,11.46-12.56,3,15,5
BC4-2,9/5/18,11.46-12.56,3,17.5,6
BC4-5,9/5/18,11.46-12.56,3,15,7
BC4-10,9/5/18,11.46-12.56,3,15,9
BC4-7,9/5/18,11.46-12.56,3,15,11
BC4-11,9/5/18,11.46-12.56,3,15,12
BC4-1,9/5/18,11.46-12.56,3,16,13
BC4-13,9/5/18,11.46-12.56,3,15.5,14
BC15-10,9/6/18,8.49-9.59,1,17,1
BC15-12,9/6/18,8.49-9.59,1,16,3
BC2-9,9/6/18,8.49-9.59,1,16,4
BC15-5,9/6/18,8.49-9.59,1,15,5
BC15-13,9/6/18,8.49-9.59,1,17,6
BC2-2,9/6/18,8.49-9.59,1,16.5,7
BC15-8,9/6/18,8.49-9.59,1,19,8
BC15-9,9/6/18,8.49-9.59,1,19,9
BC15-4,9/6/18,8.49-9.59,1,16,10
BC15-3,9/6/18,8.49-9.59,1,18,11
BC2-4,9/6/18,8.49-9.59,1,17,12
BC15-1,9/6/18,8.49-9.59,1,15,13
BC15-14,9/6/18,8.49-9.59,1,16,14
BC2-6,9/6/18,8.49-9.59,1,15,15
BC15-10,9/6/18,10.16-11.26,2,17,1
BC15-12,9/6/18,10.16-11.26,2,16,3
BC2-9,9/6/18,10.16-11.26,2,16,4
BC15-5,9/6/18,10.16-11.26,2,15,5
BC15-13,9/6/18,10.16-11.26,2,17,6
BC2-2,9/6/18,10.16-11.26,2,16.5,7
BC15-8,9/6/18,10.16-11.26,2,19,8
BC15-9,9/6/18,10.16-11.26,2,19,9
BC15-4,9/6/18,10.16-11.26,2,16,10
BC15-3,9/6/18,10.16-11.26,2,18,11
BC2-4,9/6/18,10.16-11.26,2,17,12
BC15-1,9/6/18,10.16-11.26,2,15,13
BC15-14,9/6/18,10.16-11.26,2,16,14
BC2-6,9/6/18,10.16-11.26,2,15,15
BC3-10,9/6/18,11.37-12.44,3,17,1
BC2-11,9/6/18,11.37-12.44,3,16.5,3
BC3-11,9/6/18,11.37-12.44,3,17,4
BC3-4,9/6/18,11.37-12.44,3,16.5,5
BC2-11,9/6/18,11.37-12.44,3,16.5,6
BC2-12,9/6/18,11.37-12.44,3,17,7
BC3-12,9/6/18,11.37-12.44,3,15,8
BC3-9,9/6/18,11.37-12.44,3,16.5,9
BC3-15,9/6/18,11.37-12.44,3,16.5,10
BC3-6,9/6/18,11.37-12.44,3,15,11
BC2-14,9/6/18,11.37-12.44,3,17.5,12
BC3-13,9/6/18,11.37-12.44,3,16.5,13
BC2-3,9/6/18,11.37-12.44,3,16,14
BC2-8,9/6/18,11.37-12.44,3,17,15
BC3-10,9/6/18,12.56-2.03,4,17,1
BC2-11,9/6/18,12.56-2.03,4,16.5,3
BC3-11,9/6/18,12.56-2.03,4,17,4
BC3-4,9/6/18,12.56-2.03,4,16.5,5
BC2-11,9/6/18,12.56-2.03,4,16.5,6
BC2-12,9/6/18,12.56-2.03,4,17,7
BC3-12,9/6/18,12.56-2.03,4,15,8
BC3-9,9/6/18,12.56-2.03,4,16.5,9
BC3-15,9/6/18,12.56-2.03,4,16.5,10
BC3-6,9/6/18,12.56-2.03,4,15,11
BC2-14,9/6/18,12.56-2.03,4,17.5,12
BC3-13,9/6/18,12.56-2.03,4,16.5,13
BC2-3,9/6/18,12.56-2.03,4,16,14
BC2-8,9/6/18,12.56-2.03,4,17,15
BC4-4,9/6/18,2.10-,5,17,1
BC4-14,9/6/18,2.10-,5,15,3
BC3-1,9/6/18,2.10-,5,18,4
BC4-5,9/6/18,2.10-,5,15,5
BC4-2,9/6/18,2.10-,5,17.5,6
BC4-6,9/6/18,2.10-,5,15,7
BC3-8,9/6/18,2.10-,5,17,9
BC4-1,9/6/18,2.10-,5,16,10
BC4-7,9/6/18,2.10-,5,15,11
BC4-10,9/6/18,2.10-,5,15,12
BC4-13,9/6/18,2.10-,5,15.5,13
BC4-11,9/6/18,2.10-,5,15,14
BC4-4,9/6/18,,6,17,1
BC4-14,9/6/18,,6,15,3
BC3-1,9/6/18,,6,18,4
BC4-5,9/6/18,,6,15,5
BC4-2,9/6/18,,6,17.5,6
BC4-6,9/6/18,,6,15,7
BC3-8,9/6/18,,6,17,9
BC4-1,9/6/18,,6,16,10
BC4-7,9/6/18,,6,15,11
BC4-10,9/6/18,,6,15,12
BC4-13,9/6/18,,6,15.5,13
BC4-11,9/6/18,,6,15,14
BC12-11,9/7/18,9.25-10.30,1,15,1
BC12-12,9/7/18,9.25-10.30,1,15,3
BC14-7,9/7/18,9.25-10.30,1,15,4
BC12-8,9/7/18,9.25-10.30,1,16.5,5
BC12-15,9/7/18,9.25-10.30,1,15,6
BC14-3,9/7/18,9.25-10.30,1,15,7
BC12-2,9/7/18,9.25-10.30,1,15.5,8
BC12-10,9/7/18,9.25-10.30,1,17,9
BC12-5,9/7/18,9.25-10.30,1,17,10
BC12-6,9/7/18,9.25-10.30,1,17,11
BC14-15,9/7/18,9.25-10.30,1,15,12
BC12-9,9/7/18,9.25-10.30,1,17,13
BC12-7,9/7/18,9.25-10.30,1,15,14
BC14-2,9/7/18,9.25-10.30,1,17,15
BC14-1,9/7/18,10.38-11.44,2,15,1
BC13-6,9/7/18,10.38-11.44,2,16.5,3
BC14-8,9/7/18,10.38-11.44,2,15,4
BC13-1,9/7/18,10.38-11.44,2,17,5
BC13-8,9/7/18,10.38-11.44,2,18,6
BC14-4,9/7/18,10.38-11.44,2,16,7
BC13-2,9/7/18,10.38-11.44,2,16,8
BC13-7,9/7/18,10.38-11.44,2,15,9
BC14-10,9/7/18,10.38-11.44,2,15,10
BC13-10,9/7/18,10.38-11.44,2,18,11
BC13-3,9/7/18,10.38-11.44,2,17,12
BC13-9,9/7/18,10.38-11.44,2,19,13
BC14-5,9/7/18,10.38-11.44,2,15,14
BC14-14,9/7/18,10.38-11.44,2,14,15
BC13-4,9/7/18,11.48-12.10,3,17.5,1
BC13-15,9/7/18,11.48-12.10,3,15,3
BC12-11,9/11/18,10.51-11.56,1,15,1
BC14-8,9/11/18,10.51-11.56,1,15,3
BC14-4,9/11/18,10.51-11.56,1,16,4
BC14-7,9/11/18,10.51-11.56,1,15,5
BC12-2,9/11/18,10.51-11.56,1,15.5,6
BC14-1,9/11/18,10.51-11.56,1,15,7
BC14-3,9/11/18,10.51-11.56,1,15,8
BC12-5,9/11/18,10.51-11.56,1,17,9
BC14-10,9/11/18,10.51-11.56,1,15,10
BC12-9,9/11/18,10.51-11.56,1,17,11
BC14-5,9/11/18,10.51-11.56,1,15,12
BC14-14,9/11/18,10.51-11.56,1,14,13
BC14-2,9/11/18,10.51-11.56,1,17,14
BC14-15,9/11/18,10.51-11.56,1,15,15
BC12-11,9/11/18,12.11-1.16,2,12,1
BC14-8,9/11/18,12.11-1.16,2,13,3
BC14-4,9/11/18,12.11-1.16,2,13.9,4
BC14-7,9/11/18,12.11-1.16,2,12,5
BC12-2,9/11/18,12.11-1.16,2,14.2,6
BC14-1,9/11/18,12.11-1.16,2,13,7
BC14-3,9/11/18,12.11-1.16,2,14.5,8
BC12-5,9/11/18,12.11-1.16,2,17,9
BC14-10,9/11/18,12.11-1.16,2,15,10
BC12-9,9/11/18,12.11-1.16,2,17,11
BC14-5,9/11/18,12.11-1.16,2,15,12
BC14-14,9/11/18,12.11-1.16,2,14,13
BC14-2,9/11/18,12.11-1.16,2,17,14
BC14-15,9/11/18,12.11-1.16,2,15,15
BC12-15,9/11/18,1.27-2.32,3,15,1
BC13-2,9/11/18,1.27-2.32,3,16,3
BC13-4,9/11/18,1.27-2.32,3,17.5,4
BC13-1,9/11/18,1.27-2.32,3,17,5
BC12-8,9/11/18,1.27-2.32,3,16.5,6
BC12-12,9/11/18,1.27-2.32,3,15,7
BC13-6,9/11/18,1.27-2.32,3,16.5,8
BC13-7,9/11/18,1.27-2.32,3,15,9
BC13-9,9/11/18,1.27-2.32,3,19,10
BC12-7,9/11/18,1.27-2.32,3,15,11
BC13-10,9/11/18,1.27-2.32,3,18,12
BC12-6,9/11/18,1.27-2.32,3,17,13
BC13-15,9/11/18,1.27-2.32,3,15,14
BC12-10,9/11/18,1.27-2.32,3,17,15
BC12-15,9/11/18,2.44-3.48,4,12.5,1
BC13-2,9/11/18,2.44-3.48,4,16,3
BC13-4,9/11/18,2.44-3.48,4,13.8,4
BC13-1,9/11/18,2.44-3.48,4,13.5,5
BC12-8,9/11/18,2.44-3.48,4,14.1,6
BC12-12,9/11/18,2.44-3.48,4,12.1,7
BC13-6,9/11/18,2.44-3.48,4,14.4,8
BC13-7,9/11/18,2.44-3.48,4,15,9
BC13-9,9/11/18,2.44-3.48,4,19,10
BC12-7,9/11/18,2.44-3.48,4,15,11
BC13-10,9/11/18,2.44-3.48,4,18,12
BC12-6,9/11/18,2.44-3.48,4,17,13
BC13-15,9/11/18,2.44-3.48,4,15,14
BC12-10,9/11/18,2.44-3.48,4,17,15
BC13-3,9/11/18,3.53-4.28,5,3,1
BC13-8,9/11/18,3.53-4.28,5,18,3
SEAWATER,9/11/18,3.53-4.28,5,15,4
BC13-3,9/11/18,4.30-4.58,6,17,1
BC13-8,9/11/18,4.30-4.58,6,14.7,3
BC14-3,9/12/18,8.51-9.56,1,15,1
BC12-12,9/12/18,8.51-9.56,1,15,3
BC14-1,9/12/18,8.51-9.56,1,15,4
BC14-7,9/12/18,8.51-9.56,1,15,5
BC12-15,9/12/18,8.51-9.56,1,15,6
BC14-4,9/12/18,8.51-9.56,1,16,7
BC14-8,9/12/18,8.51-9.56,1,15,8
BC14-15,9/12/18,8.51-9.56,1,15,9
BC14-2,9/12/18,8.51-9.56,1,17,10
BC14-10,9/12/18,8.51-9.56,1,15,11
BC12-6,9/12/18,8.51-9.56,1,17,12
BC14-14,9/12/18,8.51-9.56,1,14,13
BC14-5,9/12/18,8.51-9.56,1,15,14
BC12-10,9/12/18,8.51-9.56,1,17,15
BC13-8,9/12/18,10.05-11.10,2,18,1
BC13-2,9/12/18,10.05-11.10,2,16,3
BC12-2,9/12/18,10.05-11.10,2,15.5,4
BC12-8,9/12/18,10.05-11.10,2,16.5,5
BC13-1,9/12/18,10.05-11.10,2,17,6
BC13-4,9/12/18,10.05-11.10,2,17.5,7
BC12-11,9/12/18,10.05-11.10,2,15,8
BC13-3,9/12/18,10.05-11.10,2,17,9
BC13-15,9/12/18,10.05-11.10,2,15,10
BC12-5,9/12/18,10.05-11.10,2,17,11
BC13-7,9/12/18,10.05-11.10,2,15,12
BC12-7,9/12/18,10.05-11.10,2,15,13
BC12-9,9/12/18,10.05-11.10,2,17,14
BC13-9,9/12/18,10.05-11.10,2,19,15
BC13-6,9/12/18,11.15-11.37,3,16.5,1
BC13-10,9/12/18,11.15-11.37,3,18,3
BC12-2,9/13/18,8.56-10.01,1,15.5,1
BC14-4,9/13/18,8.56-10.01,1,16,3
BC14-3,9/13/18,8.56-10.01,1,15,4
BC14-8,9/13/18,8.56-10.01,1,15,5
BC14-7,9/13/18,8.56-10.01,1,15,6
BC14-1,9/13/18,8.56-10.01,1,15,7
BC12-8,9/13/18,8.56-10.01,1,16.5,8
BC14-15,9/13/18,8.56-10.01,1,15,9
BC14-2,9/13/18,8.56-10.01,1,17,10
BC12-7,9/13/18,8.56-10.01,1,15,11
BC12-9,9/13/18,8.56-10.01,1,17,12
BC14-10,9/13/18,8.56-10.01,1,15,13
BC14-5,9/13/18,8.56-10.01,1,15,14
BC14-14,9/13/18,8.56-10.01,1,14,15
BC12-2,9/13/18,10.16-11.23,2,15.5,1
BC14-4,9/13/18,10.16-11.23,2,16,3
BC14-3,9/13/18,10.16-11.23,2,15,4
BC14-8,9/13/18,10.16-11.23,2,15,5
BC14-7,9/13/18,10.16-11.23,2,15,6
BC14-1,9/13/18,10.16-11.23,2,15,7
BC12-8,9/13/18,10.16-11.23,2,16.5,8
BC14-15,9/13/18,10.16-11.23,2,15,9
BC14-2,9/13/18,10.16-11.23,2,17,10
BC12-7,9/13/18,10.16-11.23,2,15,11
BC12-9,9/13/18,10.16-11.23,2,17,12
BC14-10,9/13/18,10.16-11.23,2,15,13
BC14-5,9/13/18,10.16-11.23,2,15,14
BC14-14,9/13/18,10.16-11.23,2,14,15
BC12-11,9/13/18,11.31-12.38,3,15,1
BC12-12,9/13/18,11.31-12.38,3,15,3
BC13-2,9/13/18,11.31-12.38,3,16,4
BC12-15,9/13/18,11.31-12.38,3,15,5
BC13-6,9/13/18,11.31-12.38,3,16.5,6
BC13-8,9/13/18,11.31-12.38,3,18,7
BC13-4,9/13/18,11.31-12.38,3,17.5,8
BC12-6,9/13/18,11.31-12.38,3,17,9
BC12-5,9/13/18,11.31-12.38,3,17,10
BC12-10,9/13/18,11.31-12.38,3,17,11
BC13-3,9/13/18,11.31-12.38,3,17,12
BC13-10,9/13/18,11.31-12.38,3,18,13
BC13-9,9/13/18,11.31-12.38,3,19,14
BC13-7,9/13/18,11.31-12.38,3,15,15
BC12-11,9/13/18,12.50-1.57,4,15,1
BC12-12,9/13/18,12.50-1.57,4,15,3
BC13-2,9/13/18,12.50-1.57,4,16,4
BC12-15,9/13/18,12.50-1.57,4,15,5
BC13-6,9/13/18,12.50-1.57,4,16.5,6
BC13-8,9/13/18,12.50-1.57,4,18,7
BC13-4,9/13/18,12.50-1.57,4,17.5,8
BC12-6,9/13/18,12.50-1.57,4,17,9
BC12-5,9/13/18,12.50-1.57,4,17,10
BC12-10,9/13/18,12.50-1.57,4,17,11
BC13-3,9/13/18,12.50-1.57,4,17,12
BC13-10,9/13/18,12.50-1.57,4,18,13
BC13-9,9/13/18,12.50-1.57,4,19,14
BC13-7,9/13/18,12.50-1.57,4,15,15
BC13-1,9/13/18,2.00-2.26,5,13.5,1
BC13-15,9/13/18,2.00-2.26,5,15,3
BC13-1,9/13/18,2.29-3.00,6,17,1
BC13-15,9/13/18,2.29-3.00,6,15,3
